"id","age","indivcollect","rebel","indivchoice","belief_01","belief_02","conf_01","ar_01","apth_01","apth_02","agn_01","mean_01","rid_01","rp_01","rp_02","rp_03","snb_01","snb_02","snb_03","snb_04","snb_05","snb_06","snb_07","snb_08","snb_09","snb_10","snb_11","snb_12","snb_13","snb_14","snb_15","snb_16","snb_17","am_03","fsex","fissp_01","fissp_02","frid_02","fsnb_16","fsnb_17","fnation"
627,39.52,4.79,3.8,4.49,4.03,7.39,3.28,2.62,3.28,5.12,5.07,1.81,1,0.96,2.53,1.19,5.16,5.23,3.27,4.07,5.48,4.01,4.93,4.36,2.54,5.5,2.62,3.15,4.39,5.66,4.46,3,1,0.96,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Daoist","Daoist","No, I’ve never had an experience like this.","Yes.","Japan"
628,39.72,4.67,3.24,4.53,3.33,6.26,3.36,3.48,3.11,3.25,5.12,0.45,0,0.7,1.33,0.35,3.24,2.81,3.04,4.74,5.03,3.49,4.35,3.41,3.91,5.16,4.15,4.64,5.9,3.62,4.71,3,2,0.5,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Christian","Daoist","No, I’ve never had an experience like this.","No","Japan"
629,41.18,5.98,2.96,2.96,3.91,7.9,5.81,3.2,3.43,3.04,3.49,3.21,1,0.93,1.31,1.01,5.35,3.73,3.16,4.05,4.87,3.97,3.07,6.04,2.61,2.11,5.37,3.73,4.37,5.28,4.11,3,1,1.13,"Male","I find myself believing in God some of the time, but not at others","Confucian","Other","No, I’ve never had an experience like this.","Yes.","Japan"
630,40.28,5.77,3.37,3.72,4.94,3.54,3.96,3.27,4.83,2.57,4.59,2.97,1,1.3,1.3,1.39,4.16,2.87,3.83,3.97,2.37,3.03,3.84,4.44,4.59,2.84,4.21,4.85,5.72,2.02,3.06,2,1,0.6,"Male","Don't Know","Daoist","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
631,44.17,3.8,2.72,5.99,4.89,5.26,3.92,1.18,3.49,3.89,7.48,2.05,1,1.2,1.66,0.96,3.39,3.34,4.57,5.52,4.64,4.35,3.92,3.65,4.23,4.37,4.51,1.46,3.05,2.56,3.62,2,1,1.4,"Male","I know God really exists and I have no doubt about it.","Christian","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
632,41.09,4.31,2.06,3.02,2.69,5.05,4.58,2.96,3.28,-0.25,3.71,3.64,1,1.32,1.11,0.85,4.82,3.01,3.1,3.31,5.32,2.11,2.55,4.36,3.82,2.96,6.76,3.21,4.85,3.34,3.43,3,1,1.72,"Male","While I have doubts, I feel that I do believe in God","Spiritual but not religious","Jewish","No, I’ve never had an experience like this.","Yes.","Japan"
633,38.88,5.1,3.3,4.02,3.76,4.01,5.5,2.75,3.19,1.7,5.31,2.01,1,1.41,1.17,1.73,2.75,2.57,2.08,3.74,4.89,3.1,3.98,4.44,4.33,4.7,4,4.87,5.6,3.46,5.65,2,1,0.16,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Muslim","Catholic","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
634,39.94,5.17,1.99,2.28,3.38,5.04,3.35,3.11,3.22,5,3.04,2.37,1,1.49,1.32,1.77,3.92,5.09,2.46,2.31,3.79,5.8,3.89,4.75,4.62,3.1,3.67,4.38,4.83,4.77,4.1,3,1,1.07,"notSpec","I find myself believing in God some of the time, but not at others","Muslim","Shinto","No, I’ve never had an experience like this.","Yes.","Japan"
635,36.8,5.49,1.28,2.84,4.13,4.4,4.14,1.91,3.1,3.02,4.09,2.3,1,2.23,2.24,1.43,5.41,4.73,3.26,5.16,4.26,3.83,3.9,4.6,5.6,2.61,2.83,3.13,3.99,1.58,2.26,2,1,1.34,"notSpec","Don't Know","Jewish","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
636,44.78,3.9,4.37,3.18,2.71,4.38,3.23,3.14,4.01,2.98,4.06,2.81,0,-0.34,0.46,0.18,2.78,4.21,4.39,4.02,3.7,3.66,4.19,3.76,6.21,4.95,4.9,4.9,3.37,4.69,2.6,3,1,0.94,"Female","Don't Know","Christian","Buddhist","No, I’ve never had an experience like this.","Yes.","Japan"
637,41.62,7.03,2.35,3.93,4.6,7.86,4.29,3.4,2.58,2.57,5.26,2.2,0,-0.32,1.52,0.86,4.79,3.8,3.85,2.5,1.03,5.1,4.83,4.08,3.31,3.6,5.53,3.53,5.48,4.08,5.27,3,1,-0.58,"Male","I know God really exists and I have no doubt about it.","Free thinker","Hindu","No, I’ve never had an experience like this.","Yes.","Japan"
638,43.64,6.45,3.37,2.77,4.75,5.94,5.54,2.42,4.76,1.99,5.28,2.94,1,1.79,2.09,1.48,4.21,3.74,0.69,4.56,3.7,6,3.25,3.01,4.38,4.09,3.2,4.37,1.38,2.02,2.52,3,1,0.97,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Atheist","Jewish","No, I’ve never had an experience like this.","Yes.","Japan"
639,38.83,5.51,1.41,4.79,3.66,5.85,4.34,2.9,3.15,2.81,5.95,4.49,1,1.13,0.46,1.07,3.99,2.9,4.53,2.91,4.23,3.12,4.96,4.5,4.57,3.39,4.68,2.86,2.86,5.18,3.14,3,2,1.2,"Male","I don’t believe in God","Non-religious","Shiite","No, I’ve never had an experience like this.","No","Japan"
640,45.58,4.08,4.38,4.05,3.9,2.47,3.29,3.97,4.38,0.95,5.28,3.15,1,2.05,1.48,0.86,4.31,3.13,3.38,4.48,3.55,3.59,5.17,5.84,4.67,4.14,2.33,3.71,4.79,4.16,3.81,3,1,1.54,"notSpec","I don’t know whether there is a God, and I don’t believe there is any way to find out","Jewish","Catholic","No, I’ve never had an experience like this.","Yes.","Japan"
641,34.96,4.68,3.93,4.61,4.19,6.32,4.36,2.76,4.35,1.88,6.14,2.78,1,1.18,0.86,1.16,3.9,4.29,5.5,4.45,4.25,3.25,2.74,5.27,4.92,2.58,4.77,3.99,4.57,2.96,3.42,2,1,1.12,"Male","I don’t believe in God","Humanist","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
642,43.44,3.55,4.88,3.69,3.5,6.24,2.07,2.89,1.64,2.28,3.38,1.84,1,0.77,1.85,1.03,5.03,3.22,5.44,5.49,3.73,5.07,3.89,3.64,2.46,2.9,4.73,4.82,3.81,4.16,4.14,2,1,1.26,"Male","I don’t believe in God","Spiritual but not religious","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
643,34.78,4.31,4.81,3.63,3.76,5.43,3.81,2.17,1.48,2.76,4.08,2.94,1,1.29,1.66,1.47,4.78,3.53,4.9,4.66,5.03,3.58,2.37,4.83,5.66,5.39,3.62,4.63,3.4,3.78,3.83,3,2,0.96,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Humanist","Buddhist","No, I’ve never had an experience like this.","No","Japan"
644,38.65,3.57,3.4,3.68,3.03,4.58,3.83,2.77,3.66,2.82,4.78,5.37,0,0.34,0.97,0.61,3.71,4.41,4.7,4.26,4.24,5.53,3.03,3.05,3.96,3.27,6.21,4.4,2.71,4.47,3.73,3,1,0.05,"Female","I know God really exists and I have no doubt about it.","Muslim","Hindu","No, I’ve never had an experience like this.","Yes.","Japan"
645,43.14,4.02,3.41,4.41,3.91,3.82,3.09,2.05,3.32,3.14,4.75,2.17,1,1.45,1.13,1.16,4.64,3.95,4.82,4.92,4.92,3.46,4.2,3.47,4.93,4.2,4,3.3,3.15,4.06,4.86,2,2,1.1,"Male","While I have doubts, I feel that I do believe in God","Shinto","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
646,40.16,5.42,3.89,4.42,4.72,4.1,3.01,2.94,4.32,2.35,4.71,4.62,1,1.35,1.06,1.87,3.54,3.79,4.26,3.4,2.68,3.66,3.88,4.21,2.84,5.41,2.87,5.09,3.89,3.16,4.96,3,1,0.98,"Female","Don't Know","Free thinker","Shiite","No, I’ve never had an experience like this.","Yes.","Japan"
647,47.83,4.79,3.2,4.5,4.72,5.63,4.24,3.24,1.99,4.57,5.19,3.23,1,0.62,1.34,1.07,5.21,3.98,4.44,4.61,3.2,3.12,3.61,5.21,4.23,5.59,4.43,5.13,1.97,5.26,3.56,3,2,0.56,"Female","While I have doubts, I feel that I do believe in God","Free thinker","Confucian","No, I’ve never had an experience like this.","No","Japan"
648,36.29,6.56,4.56,3.63,5.45,6.27,4.89,2.85,3.81,2.39,4.46,4.98,1,0.48,1.62,1.12,3.62,3.69,4.11,2.81,2.02,4.7,5.7,4,2.88,0.67,3.51,3.14,2.16,3.54,4.59,1,1,0.83,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Non-religious","Other","Yes, I’ve had an experience like this.","Yes.","Japan"
649,37.5,5.48,1.58,6.29,5.17,6.37,2.37,3.51,3.34,2,6.09,4.15,1,1.9,0.81,1.35,3.39,5.23,4.42,3.72,3.11,3.55,5.28,3.2,3.99,5.32,4.94,3.87,3.64,4.82,4.9,1,2,0.98,"Female","I find myself believing in God some of the time, but not at others","Non-religious","Protestant","Yes, I’ve had an experience like this.","No","Japan"
650,38.1,3.65,4.02,5.54,4.62,5.34,5.09,3.97,1.13,2.16,4.45,2.87,1,0.94,1.93,1.06,2.68,5.26,3.13,3.88,4.26,4.39,4.02,4.04,6.73,5.51,4.88,3.03,2.91,4.36,5.54,3,1,1.06,"Male","Don't Know","Muslim","Other","No, I’ve never had an experience like this.","Yes.","Japan"
651,37.55,4.19,4.66,5.7,3.57,6.91,4.43,2.27,1.3,4.41,5.51,3,1,0.6,0.55,0.79,4.17,4.65,3.68,4.02,5.37,4.64,3.8,4.6,2.06,2.54,4.84,4.15,5.36,4.67,4.68,1,1,1.86,"Male","While I have doubts, I feel that I do believe in God","Other","Shinto","Yes, I’ve had an experience like this.","Yes.","Japan"
652,34.89,4.36,3.27,4,3.14,6.54,3.97,1.2,1.81,2.22,4.73,3.15,1,2.04,1.47,1.17,3.39,3.77,3.3,3.6,4.81,2.96,2.77,3.99,3.08,3.88,3.98,3.81,4.52,2.14,2.85,3,1,1.45,"Male","I know God really exists and I have no doubt about it.","Seeker","Hindu","No, I’ve never had an experience like this.","Yes.","Japan"
653,35.72,5.3,3.95,4.76,5.18,3.78,3.47,3.55,2.83,2.84,5.49,2.71,1,1.29,0.58,1.28,5.42,3.5,4.09,3.97,3.33,4.92,4.37,4.02,4.41,4.15,2.7,3.38,5.05,4.94,4.4,3,2,1.97,"Male","I don’t believe in God","Humanist","Hindu","No, I’ve never had an experience like this.","No","Japan"
654,41.53,4.59,3.02,3.48,2.88,5.33,3.74,2.48,4.39,3.84,4.58,2.98,1,1.62,0.69,1.64,3.35,5.1,4.65,3.24,4.78,3.95,3.06,3.71,5.68,5.07,5.5,3.72,4.47,4.32,4.59,1,2,1.85,"Female","While I have doubts, I feel that I do believe in God","Secular","Catholic","Yes, I’ve had an experience like this.","No","Japan"
655,44.3,4.05,3.91,4.5,3.76,4.17,2.21,5.26,3.61,2.74,4.5,2.45,1,2.02,0.94,1.95,4.23,3.38,6.07,5.24,5.82,2.67,3.89,4.95,3.68,5.18,3.06,3.25,3.81,3.19,2.61,2,1,1.4,"Male","I find myself believing in God some of the time, but not at others","Rationalist","Jewish","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
656,38.22,3.71,3.48,5.01,3.88,3.92,5.27,1.46,4.58,3.58,4.08,2.34,1,1.32,1.51,1.31,4.37,4.1,3.8,3.77,5.15,3.85,3.28,2.74,2.81,5.92,2.38,3.79,4.13,4.9,2.09,2,1,0.65,"Male","Don't Know","Muslim","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
657,39.21,6.95,3.49,3.2,3.85,3.43,3.32,2.93,2.07,2.37,4.81,2.93,1,0.71,0.85,0.94,5.61,3.12,5.28,4.96,4.01,5.97,5.34,5.89,4.68,4.23,4.35,3.72,4.06,5.09,4.81,2,2,0.22,"Male","I find myself believing in God some of the time, but not at others","Daoist","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
658,47.92,3.15,4.4,4.63,3.76,5.16,4.83,3.57,1.78,1.02,5.56,3.11,1,1.3,1.24,1.55,3.41,2.95,3.73,2.15,3.96,3.24,3.49,3,5.13,5.11,3.33,4.16,4.61,4.95,4.46,3,1,1.31,"Female","While I have doubts, I feel that I do believe in God","Agnostic","Protestant","No, I’ve never had an experience like this.","Yes.","Japan"
659,43.94,4.67,4.4,2.99,3.53,5.75,2.9,2.75,4.19,4.7,5.09,1.23,1,1.55,0.98,1.41,4.03,3.44,5.98,3.9,2.68,3.42,3.49,6.03,4.56,3.63,3.54,5.18,3.19,4.31,2.98,3,1,0.8,"Female","I don’t believe in God","Daoist","Shinto","No, I’ve never had an experience like this.","Yes.","Japan"
660,40.2,3.68,3.19,4.36,2.51,5.24,4.17,1.86,4.06,5.37,6.14,2.06,1,1.17,0.93,0.75,3.82,6.28,6.49,5.23,4.32,2.79,4.39,4.48,4.25,4.77,4.81,3.04,2.92,4.45,5.46,3,1,1.22,"Male","I find myself believing in God some of the time, but not at others","Spiritual but not religious","Jewish","No, I’ve never had an experience like this.","Yes.","Japan"
661,43.11,6.26,3.37,4.11,4.74,4.38,4.49,4.35,3.71,1.84,3.78,4.55,1,1.03,1.08,1.07,2.89,4.82,4.52,3.46,3.52,2.13,5.19,3.17,4.28,2.32,4.39,5.19,2.68,3.84,5.27,2,1,1.11,"Male","While I have doubts, I feel that I do believe in God","Other","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
662,43.56,4.46,4.81,5.37,4.93,4.42,1.95,4.53,2.24,2.56,6.08,2.21,1,1.48,0.9,1.42,5,4.83,2.55,3.02,5.17,2.96,5.33,3.42,4.53,2.18,3.21,4.42,4.45,4.35,2.42,1,2,1.22,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Christian","Other","Yes, I’ve had an experience like this.","No","Japan"
663,38.59,4.52,4.13,5.42,3.93,4.39,1.71,3.67,2.15,3.85,5.44,3.23,1,1.07,1.7,1.35,4.9,4.26,4.53,3.18,3.75,3.94,2.91,2.86,5.39,4.71,3.42,3.64,3.64,3.17,3.77,3,2,1.1,"Female","Don't Know","Spiritual but not religious","Orthodox","No, I’ve never had an experience like this.","No","Japan"
664,35.71,3.26,5.04,3.37,2.53,4.96,5.83,4.91,4.57,4.04,3.49,2.96,0,0.64,-0.07,1.07,4.96,2.54,4.52,3.38,5.2,4.38,3.89,1.59,3.65,3.17,3.53,4.14,2.15,3.19,4.57,3,2,0.43,"Female","Don't Know","Buddhist","Shinto","No, I’ve never had an experience like this.","No","Japan"
665,42.5,4.05,4.99,3.49,3.14,6.91,4.22,3.56,2.67,3.12,3.78,1.78,1,1.72,1.18,0.57,5.37,3.49,2.28,3.01,2.61,3.39,3.21,3.92,2.78,4.16,3.44,2.91,3.15,4.21,2.99,1,1,1.42,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Humanist","Other","Yes, I’ve had an experience like this.","Yes.","Japan"
666,43.63,4.61,3.22,3.83,3.74,3.5,3.87,3.62,3.69,1.71,4.73,3.21,1,0.55,1.16,1.28,3.45,4.11,3.77,3.81,4.24,3.01,3.59,3.25,3.3,4.59,5.13,4.71,4.33,2.96,2.6,1,2,0.9,"Male","I know God really exists and I have no doubt about it.","Free thinker","Catholic","Yes, I’ve had an experience like this.","No","Japan"
667,47.54,5.51,2.75,4.57,4.47,5.09,4.94,2.26,2.06,3.33,5.13,3.98,1,1.29,1.52,1.26,4.62,3.02,3.69,4.81,2.81,2.08,3.15,4.77,3.4,4.22,2.1,5.66,6.27,4.08,4.11,1,2,1.59,"Female","I find myself believing in God some of the time, but not at others","Secular","Sunni","Yes, I’ve had an experience like this.","No","Japan"
668,42.63,2.55,5.77,5.54,2.8,5.35,4.87,2.14,2.96,2.4,5.85,3.11,1,2.12,2.32,1.73,4.76,4.09,2.29,1.98,3.92,2.76,2.5,1.9,2.51,4.62,3.75,4.76,2.76,4.7,2.86,2,1,1.34,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Humanist","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
669,39.68,4.63,2.09,3.54,3.35,6.45,4.01,3.52,3.08,3,4.86,1.88,1,1.04,1.58,0.08,4.42,4.24,3.51,4.57,5.15,5.13,3.02,4.66,4.06,3.36,4.68,3.42,3.47,2.78,4.78,2,1,1.67,"Male","I know God really exists and I have no doubt about it.","Seeker","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
670,40.57,4.27,5.46,5.23,4.46,4.52,3.33,2.85,3.17,3.49,4.81,1.17,0,0.19,0.77,1.24,3.35,4.27,2.59,2.16,2.92,4.47,4.04,3.52,4.31,1.86,4.69,5.07,3.23,5.61,3.58,3,1,0.59,"notSpec","I don’t believe in God","Daoist","Jewish","No, I’ve never had an experience like this.","Yes.","Japan"
671,45.4,3.29,5.23,5.21,4.06,3.87,4.36,4.02,2.62,3.04,4.91,2.08,1,0.83,1.05,0.43,2.18,4.74,4.18,4.66,3.21,2.09,2.95,5.21,4.96,6.55,5.3,5.04,5.14,5.56,5.05,1,2,1.5,"Male","Don't Know","Buddhist","Buddhist","Yes, I’ve had an experience like this.","No","Japan"
672,32.92,5.82,4.49,4.62,5.09,7.34,2.68,2.23,2.97,3.28,5.42,3.6,1,1.09,1.6,1.24,4.31,5.54,3.07,3.8,3.32,5.33,3.43,3.21,1.76,4.24,6.19,3.55,3.06,3.67,5.16,1,1,1.18,"Female","Don't Know","Agnostic","Shiite","Yes, I’ve had an experience like this.","Yes.","Japan"
673,38.01,5.77,5.17,4.28,3.97,5.47,3.62,2.81,4.48,1.76,4.61,1.89,1,2.49,0.94,0.76,5.96,2.75,5.03,4.85,2.51,3.99,3.46,4.06,1.75,3.15,3.31,6.33,4.02,4.34,5.28,1,2,0.76,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Rationalist","Buddhist","Yes, I’ve had an experience like this.","No","Japan"
674,38.79,6.06,3.48,3.7,3.58,5.42,1.99,2.17,4.36,3.28,5.45,3.23,1,1.15,0.9,1.26,5.39,4.16,3.92,4.11,3.72,4.67,4.98,3.15,4.71,4.18,3.49,1.07,3.12,2.62,3.52,1,2,0.61,"Male","I find myself believing in God some of the time, but not at others","Christian","Protestant","Yes, I’ve had an experience like this.","No","Japan"
675,37.27,4.5,3.69,6.34,5.44,5.45,4.05,3.58,4.52,1.57,6.73,3.31,1,2.47,1.28,1.36,4.67,5.01,2.72,6.34,2.04,4.02,3.33,4.22,3.36,5.22,5.46,3.77,3.49,2.95,4.97,3,1,0.86,"Male","While I have doubts, I feel that I do believe in God","Buddhist","Sunni","No, I’ve never had an experience like this.","Yes.","Japan"
676,39.32,3.26,3.04,4.81,2.55,5.97,3.92,2.95,3.6,1.73,4.79,3.61,1,1.13,1.3,1.21,5.17,3.54,3.56,3.28,5.16,4.17,2.25,4.15,4.02,3.19,4.68,3.16,4.44,4.83,3.01,2,1,0.81,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Secular","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
677,42.14,3.99,4.26,5.37,4.3,5.16,4.21,1.44,1.72,2.32,5.62,3.69,1,1.02,1.72,1.46,4.27,4.81,5.69,2.99,4.39,4.67,5.37,3.94,3.67,5.11,5.24,2.84,6.01,5.01,7.29,3,2,0.8,"notSpec","I don’t know whether there is a God, and I don’t believe there is any way to find out","Humanist","Shinto","No, I’ve never had an experience like this.","No","Japan"
678,38.91,4.67,3.72,4.9,4.4,4.26,3.54,4.55,4.29,4.5,4.89,0.36,1,1.52,2.02,1.05,5.99,4.04,4.27,3.83,5.28,2.72,5.07,3.2,5.22,4.04,3.4,5.73,4.17,4.75,3.75,1,2,0.88,"Female","While I have doubts, I feel that I do believe in God","Buddhist","Catholic","Yes, I’ve had an experience like this.","No","Japan"
679,45.04,4.36,1.61,4.06,3.42,5.71,4.42,3.65,4.22,5.11,4.08,2.53,1,1.44,1.06,1.73,2.86,3.49,2.92,3.13,5.55,5.47,1.55,2.99,3.71,3.33,4.72,5.72,3.29,4.98,3.59,1,1,-0.13,"Male","I don’t believe in God","Jewish","Hindu","Yes, I’ve had an experience like this.","Yes.","Japan"
680,45.18,3.9,4.05,4.45,3.86,5.34,5.24,3.66,2.41,4.42,5.82,2.84,1,0.08,1.26,0.08,4.39,5.64,5.24,4.12,4.3,3.01,4.06,2.96,4.75,3.74,2.83,2.76,4.04,3.46,5.14,3,2,1.16,"Male","I find myself believing in God some of the time, but not at others","Seeker","Confucian","No, I’ve never had an experience like this.","No","Japan"
681,44.17,5.19,2.65,3.52,3.62,3.71,3.65,3.17,2.35,3.47,4.73,0.52,1,1.75,3,1.25,4.34,4.58,4.01,3.64,5.12,3.31,1.11,5.79,3.88,5.14,2.57,3.87,4.27,4.06,3.52,1,1,1.22,"Female","I know God really exists and I have no doubt about it.","Daoist","Daoist","Yes, I’ve had an experience like this.","Yes.","Japan"
682,43.03,3.23,5.61,6.74,4.73,4.87,4.15,1.83,3.13,2.3,5.99,4.36,1,0.59,2.06,0.94,4.8,4.93,4.3,4.84,5.59,3.44,4.77,3.9,4.52,5.35,2.95,4.95,4.68,5.03,4.01,2,1,0.85,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Free thinker","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
683,48.73,4.79,3.61,4.25,4.74,4.82,5.21,2.8,2.04,1.19,5.94,0.93,1,1.37,1.05,1.47,5.37,4.83,2.61,2.77,2,1.17,3.32,2.71,4.5,3.39,4.58,4.03,6.46,4.12,2.2,2,1,1.6,"Male","I don’t believe in God","Non-religious","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
684,43.63,3.64,5.03,3.31,3,5.51,4.01,2.68,0.91,3.93,3.8,4.83,1,1.45,1.4,1.15,2.96,4.97,2.71,2.1,3.4,5.34,3.4,2.18,3.77,4.04,4.38,4.84,2.51,2.4,5.49,2,2,1.07,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Hindu","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
685,43.59,4.37,3.49,2.84,3.35,4.89,4.77,1.97,3.61,2.02,3.21,3.46,1,0.59,1.31,1.56,3.49,2.68,5.02,3.07,4.12,3.68,5.11,5.2,4.03,2.9,1.94,3.44,3.83,4.47,3.95,3,2,0.65,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Free thinker","Buddhist","No, I’ve never had an experience like this.","No","Japan"
686,37.68,6.14,2.5,5.13,5.6,4.56,3.19,3.15,1.76,4.14,5.9,1.79,1,0.52,1.11,0.96,3.79,4.98,4.28,4.28,4.03,3.34,5.02,2.96,5.55,3.97,4.34,3.2,4.19,3.52,4.95,2,2,1.5,"Female","I don’t believe in God","Confucian","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
687,36.49,4.81,3.17,2.98,3.67,4.83,1.89,1.86,2.41,4.12,3.71,2.4,1,1.3,1.54,2.2,3.33,5.19,3.09,3.5,7.08,3.19,4.16,4.05,4.43,4.88,5.18,5.61,1.34,4.78,3.74,1,1,2.15,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Muslim","Protestant","Yes, I’ve had an experience like this.","Yes.","Japan"
688,35.48,4.4,4.32,3.64,3.82,8.75,5.59,4.53,2.7,3.49,4.34,3.13,1,0.83,1.42,0.92,4.97,3.78,3.15,5.9,4.78,2.16,3.8,1.99,4.64,3.68,4.17,3.63,3.71,4.1,2.08,1,2,1.8,"Female","While I have doubts, I feel that I do believe in God","Shinto","Buddhist","Yes, I’ve had an experience like this.","No","Japan"
689,39.43,4.72,4.14,5.39,5.13,8.47,4.57,2.93,4.52,3.37,5.2,3.46,1,1.09,1.15,0.64,4.8,3.44,0.9,4.29,3.91,5.01,3.81,2.59,3.8,5.27,5.21,4.6,4.99,2.92,4.93,3,1,1.04,"notSpec","Don't Know","Other","Confucian","No, I’ve never had an experience like this.","Yes.","Japan"
690,41.1,4.59,3.9,4.11,3.58,5.71,1.78,2.66,4.5,3.8,4.86,2.14,0,0.09,0.15,1.12,3.39,3.88,2.29,4.32,4.48,3.81,2.89,3.8,5.49,5.38,3.52,5.48,4.61,3,4.6,2,2,0.28,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Muslim","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
691,37.44,3.55,4.5,3.82,2.48,5.63,5.5,1.93,2.73,3.35,4.35,2.84,1,0.99,1.17,1.33,3.31,4.39,4.08,5.26,3.59,2.38,3.04,4.75,6.36,3.12,2.78,4.42,4.16,3.79,3.37,3,1,0.71,"Female","I don’t believe in God","Spiritual but not religious","Shinto","No, I’ve never had an experience like this.","Yes.","Japan"
692,41.46,3.96,3.05,4.1,3.71,5.8,3.09,2.04,2.6,1.78,4.43,2.75,1,1.46,1.12,0.65,4.21,3.56,2.24,4.68,3.08,4.36,4.35,5.05,3.8,3.18,3.78,5.11,1.57,5.67,3.66,3,2,1.49,"Male","I find myself believing in God some of the time, but not at others","Agnostic","Jewish","No, I’ve never had an experience like this.","No","Japan"
693,36.84,5.1,3.7,5.48,5.33,3.68,4.31,3.22,1.48,2.64,5.64,3.93,1,1.55,0.99,0.56,2.62,2.4,2.58,3.66,5.75,3.9,4.01,3.74,3.86,4.62,3.81,4.09,5.03,3.98,3.06,3,2,0.47,"Male","While I have doubts, I feel that I do believe in God","Rationalist","Catholic","No, I’ve never had an experience like this.","No","Japan"
694,43.4,4.87,4.59,3.99,3.84,4.43,4.56,1.15,3.67,4.05,4.23,3.69,1,1.75,0.7,-0.24,5.92,4.91,4.55,3.17,4.09,5.57,4.11,4.36,5.2,3.77,4.85,3.31,2.67,4.44,3.92,1,1,0.93,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Humanist","Shiite","Yes, I’ve had an experience like this.","Yes.","Japan"
695,36.79,3.89,2.85,5.01,3.97,7.35,5.73,3.88,3.46,4.05,4.62,3.11,1,1.02,0.88,1.28,4.41,3.71,5.38,3.58,4.31,4.41,3.32,4.11,4.48,6.18,4.27,4.26,3.77,6.05,3.54,3,2,0.7,"Male","I don’t believe in God","Spiritual but not religious","Orthodox","No, I’ve never had an experience like this.","No","Japan"
696,39.6,5.63,1.31,4.23,3.33,3.24,3.03,1.35,1.3,2.49,5.47,2.46,0,0.73,0.25,0.63,4.12,6.1,4.65,2.96,3.94,4.03,4.33,4.23,5.88,2.47,3.57,4.38,3.1,6.28,4.87,3,2,0.52,"Male","While I have doubts, I feel that I do believe in God","Agnostic","Daoist","No, I’ve never had an experience like this.","No","Japan"
697,39.14,5.39,1.05,3.9,3.63,5.95,2.9,2.67,1.82,3.76,4.34,2.16,1,1.13,1.33,0.84,4.22,1.97,5.52,3.6,3.43,5.18,2.8,3.9,3.93,3.66,3.8,5.26,4.49,3.87,3.94,3,1,1.19,"Male","I don’t believe in God","Buddhist","Orthodox","No, I’ve never had an experience like this.","Yes.","Japan"
698,38.92,4.24,3.25,6.5,4.68,4.21,3.63,2.23,2.61,2.31,5.99,4.13,1,0.95,1.29,1.94,4.4,1.52,1.4,3.46,2.67,3.35,3.79,4.16,4.37,3.56,4.98,3.27,3.8,3.55,3.62,1,2,1.45,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Secular","Shinto","Yes, I’ve had an experience like this.","No","Japan"
